peak	community	kcore	degree	types	genes	states
chr10:7666987-7667316	92	1	1	proximal	ITIH5	.
chr10:7687363-7687569	2827	1	1	distal	.	.
chr10:77136837-77137056	2829	1	1	distal	.	.
chr10:77165860-77166110	2829	1	1	distal	.	.
chr10:77525741-77525911	2830	1	1	distal	.	.
chr10:78468993-78469143	2830	1	1	distal	.	.
chr10:78552341-78552491	105	2	2	proximal	ENSG00000282952	.
chr10:78852985-78853142	105	2	2	distal	.	.
chr10:78973510-78974137	106	1	1	distal	.	.
chr10:78974774-78974991	2831	1	1	distal	.	.
chr10:79242740-79242923	107	2	3	distal	.	.
chr10:79347293-79347597	106	1	1	proximal	PPIF	.
chr10:79374654-79374912	105	2	2	distal	.	.
chr10:79467463-79467677	2832	1	1	distal	.	.
chr10:79487648-79487939	2831	1	1	distal	.	.
chr10:79490559-79490768	107	2	2	distal	.	.
chr10:79549588-79549759	2832	1	1	distal	.	.
chr10:79628153-79628338	107	1	1	distal	.	.
chr10:79700469-79700619	2833	1	1	distal	.	.
chr10:79779441-79779591	2834	1	1	distal	.	.
chr10:79826121-79826911	2835	1	1	proximal	ENSG00000272447,NUTM2B-AS1,NUTM2E	.
chr10:79904699-79905221	107	2	2	proximal	ENSG00000283913	.
chr10:79929221-79929389	2834	1	1	distal	.	.
chr10:80029318-80029616	2833	1	1	distal	.	.
chr10:80047894-80048091	2836	1	1	distal	.	.
chr10:80177190-80177383	2837	1	1	distal	.	.
chr10:80408414-80408640	2835	1	1	proximal	PRXL2A	.
chr10:80662754-80662949	2836	1	1	distal	.	.
chr10:80700030-80700180	2837	1	1	distal	.	.
chr10:819962-820192	2787	1	1	distal	.	.
chr10:85225417-85225567	2838	1	1	distal	.	.
chr10:85603545-85603808	2839	1	1	distal	.	.
chr10:85939628-85939778	2838	1	1	distal	.	.
chr10:86128613-86128807	2840	1	1	distal	.	.
chr10:86199417-86199567	2840	1	1	distal	.	.
chr10:86366489-86366639	108	1	1	proximal	GRID1	.
chr10:86366750-86366961	109	1	1	proximal	GRID1	.
chr10:86387556-86387782	108	1	1	distal	.	.
chr10:86423837-86423987	2839	1	1	distal	.	.
chr10:86711211-86711738	109	1	2	distal	.	.
chr10:86769466-86769645	111	1	1	distal	.	.
chr10:86823610-86823884	110	1	1	distal	.	.
chr10:86854503-86854653	111	1	1	distal	.	.
chr10:86865873-86866023	109	1	1	distal	.	.
chr10:86939345-86939767	111	1	2	distal	.	.
chr10:86966625-86966798	111	1	2	distal	.	.
chr10:87073279-87073429	111	1	2	distal	.	.
chr10:87085143-87085293	112	1	1	distal	.	.
chr10:87094589-87095871	112	1	1	proximal	GLUD1	.
chr10:87203532-87204075	111	1	2	proximal	ENSG00000287077	.
chr10:87204268-87204459	110	1	1	proximal	ENSG00000287077	.
chr10:87504653-87504995	112	1	2	proximal	ENSG00000286445,MINPP1	.
chr10:87808831-87808981	112	1	1	distal	.	.
chr10:87863112-87863771	112	1	3	proximal	ENSG00000289051,KLLN,PTEN	.
chr10:88528531-88528902	2841	1	1	distal	.	.
chr10:88536700-88536850	2841	1	1	distal	.	.
chr10:91162878-91163358	113	1	1	proximal	PCGF5	.
chr10:91287166-91287316	113	1	1	distal	.	.
chr10:91635478-91635703	114	1	1	distal	.	.
chr10:91796378-91796645	115	1	1	distal	.	.
chr10:91798208-91798816	115	1	1	proximal	TNKS2,TNKS2-DT	.
chr10:91923366-91923567	114	1	1	proximal	BTAF1	.
chr10:92689530-92689918	116	1	1	proximal	HHEX	.
chr10:92843161-92843346	2842	1	1	distal	.	.
chr10:92892459-92892843	2842	1	1	distal	.	.
chr10:93110129-93110301	116	1	1	distal	.	.
chr10:93160513-93160663	117	1	1	distal	.	.
chr10:93496056-93496866	117	1	1	proximal	CEP55	.
chr10:93861205-93861370	118	1	1	distal	.	.
chr10:94103911-94104092	118	1	1	distal	.	.
chr10:94402195-94402953	118	1	3	proximal	TBC1D12	.
chr10:94634847-94635160	118	1	1	distal	.	.
chr10:95655881-95656236	2843	1	1	proximal	ALDH18A1	.
chr10:95907451-95907729	2844	1	1	proximal	CC2D2B	.
chr10:96043133-96043831	2843	1	1	proximal	CCNJ	.
chr10:96062084-96062234	119	1	1	distal	.	.
chr10:96089605-96090441	120	1	1	proximal	ENTPD1-AS1	.
chr10:96129647-96130501	2844	1	1	proximal	ENSG00000287009,ZNF518A	.
chr10:96162107-96162257	120	1	1	distal	.	.
chr10:96586796-96587554	119	1	1	proximal	TM9SF3	.
chr10:96903317-96903494	121	1	1	distal	.	.
chr10:97072932-97073121	122	1	1	distal	.	.
chr10:97196209-97196620	2845	1	1	proximal	ENSG00000286683	.
chr10:97263358-97263511	2846	1	1	distal	.	.
chr10:97292230-97292965	121	1	1	proximal	ARHGAP19,ARHGAP19-SLIT1	.
chr10:97318880-97319405	122	1	1	proximal	FRAT1	.
chr10:97334931-97335169	123	1	2	proximal	ENSG00000225850,FRAT2	.
chr10:97425882-97426376	123	1	2	proximal	PGAM1,RRP12	.
chr10:97498100-97498974	123	1	3	proximal	MMS19,UBTD1	.
chr10:97529640-97529792	2846	1	1	distal	.	.
chr10:97553594-97553744	2847	1	1	distal	.	.
chr10:97572289-97572530	123	1	2	proximal	ANKRD2	.
chr10:97633099-97633345	123	1	1	proximal	MORN4	.
chr10:97633411-97633948	124	1	1	proximal	MORN4	.
chr10:97714352-97714754	123	1	1	distal	.	.
chr10:97736984-97737651	2845	1	1	proximal	ZFYVE27	.
chr10:97791354-97791807	123	1	1	distal	.	.
chr10:98011415-98011594	124	1	1	distal	.	.
chr10:98170537-98170793	2847	1	1	distal	.	.
chr10:99392797-99392980	125	1	2	distal	.	.
chr10:99520953-99521103	2757	1	2	distal	.	.
chr10:99532771-99532925	2	1	1	proximal	NKX2-3	.
chr10:99533098-99533290	2	1	2	proximal	NKX2-3	.
chr10:99659269-99659858	125	1	2	proximal	ENSG00000229278,ENTPD7	.
chr10:99845866-99846063	2758	1	1	distal	.	.
chr10:99896175-99896565	125	1	1	distal	.	.
chr10:99957013-99957196	2757	1	1	distal	.	.
chr11:101864924-101865074	2860	1	1	distal	.	.
chr11:102111124-102111327	148	1	1	proximal	ENSG00000277459,YAP1	.
chr11:102346688-102347531	149	1	1	proximal	BIRC2,ENSG00000288833	.
chr11:102374666-102375391	2860	1	1	distal	.	.
chr11:102495505-102496084	148	1	1	distal	.	.
chr11:102898147-102898297	149	1	2	distal	.	.
chr11:10304695-10305171	150	1	1	proximal	ADM,SBF2	.
chr11:10305489-10305747	151	1	1	proximal	ADM,SBF2	.
chr11:103351058-103351279	149	1	1	distal	.	.
chr11:10351682-10351992	2861	1	1	distal	.	.
chr11:10408606-10408777	153	1	1	distal	.	.
chr11:10540637-10540803	153	1	1	proximal	IRAG1-AS1,RNF141	.
chr11:10540865-10541804	154	1	2	proximal	IRAG1-AS1,RNF141	.
chr11:10669402-10670136	2861	1	1	distal	.	.
chr11:10735651-10736081	2864	1	1	distal	.	.
chr11:107457720-107458257	2865	1	1	proximal	CWF19L2	.
chr11:107565236-107565850	2865	1	3	proximal	ALKBH8	.
chr11:107590969-107591572	2865	1	1	proximal	ELMOD1	.
chr11:10761417-10761632	2864	1	1	distal	.	.
chr11:10792451-10792758	150	1	1	distal	.	.
chr11:10808214-10808390	154	1	1	proximal	EIF4G2,ENSG00000246308	.
chr11:108497673-108498535	2865	1	1	proximal	POGLUT3	.
chr11:10857703-10858338	153	1	2	proximal	ZBED5,ZBED5-AS1	.
chr11:10864347-10864542	2866	1	1	distal	.	.
chr11:108659676-108659866	156	1	1	distal	.	.
chr11:108664833-108665247	156	1	1	proximal	DDX10	.
chr11:10878541-10878877	151	1	1	distal	.	.
chr11:10933833-10934048	154	1	2	distal	.	.
chr11:10934126-10934346	2866	1	1	distal	.	.
chr11:110208767-110209243	2867	1	1	distal	.	.
chr11:110256106-110256259	2867	1	1	distal	.	.
chr11:11156015-11156276	154	1	1	proximal	ENSG00000289976	.
chr11:111735743-111735983	157	1	1	distal	.	.
chr11:111766037-111766725	157	1	1	proximal	PPP2R1B	.
chr11:111926674-111927320	158	1	1	proximal	DIXDC1	.
chr11:111937030-111937460	2868	1	1	distal	.	.
chr11:112024929-112025676	159	1	2	proximal	DLAT	.
chr11:112042164-112042314	160	1	1	distal	.	.
chr11:112055216-112055609	159	1	1	distal	.	.
chr11:112145440-112145590	159	1	1	distal	.	.
chr11:112227034-112227211	160	1	1	proximal	PTS	.
chr11:112280624-112280960	2868	1	1	distal	.	.
chr11:112406275-112406425	158	1	1	distal	.	.
chr11:112913005-112913155	2869	1	1	distal	.	.
chr11:113289644-113289850	2869	1	1	distal	.	.
chr11:113580626-113580802	2870	1	1	distal	.	.
chr11:113664686-113665099	2870	1	1	distal	.	.
chr11:113906197-113906357	161	1	1	distal	.	.
chr11:114059323-114059641	162	1	1	proximal	ENSG00000289230,ZBTB16	.
chr11:114154994-114155144	2871	1	1	distal	.	.
chr11:114166158-114166438	162	1	1	distal	.	.
chr11:114234240-114234390	2871	1	1	distal	.	.
chr11:114439270-114439677	161	1	1	proximal	REXO2	.
chr11:115207159-115207558	164	1	1	distal	.	.
chr11:115504349-115504823	164	1	1	proximal	CADM1	.
chr11:116499746-116499896	2874	1	1	proximal	LINC02151	.
chr11:116760278-116760428	165	1	1	distal	.	.
chr11:116835930-116836385	2874	1	1	proximal	APOA1-AS	.
chr11:116983794-116983944	166	1	1	distal	.	.
chr11:117138630-117139165	2875	1	1	distal	.	.
chr11:117144141-117144597	166	1	3	proximal	PAFAH1B2	.
chr11:117145056-117145220	167	1	1	proximal	PAFAH1B2	.
chr11:117178642-117178982	165	1	1	proximal	SIDT2	.
chr11:117315717-117316123	166	1	1	proximal	BACE1	.
chr11:117427261-117427537	166	1	1	distal	.	.
chr11:117817805-117817993	2876	1	1	proximal	DSCAML1,ENSG00000254844	.
chr11:117860926-117861083	2875	1	1	distal	.	.
chr11:117876644-117876866	167	1	2	proximal	FXYD6,FXYD6-FXYD2	.
chr11:117986041-117986478	166	1	2	proximal	IL10RA	.
chr11:118037506-118037656	2877	1	1	distal	.	.
chr11:118145304-118145828	167	1	1	distal	.	.
chr11:118331938-118332088	168	1	1	distal	.	.
chr11:118359470-118359633	2876	1	1	proximal	UBE4A	.
chr11:11841436-11842133	169	1	1	proximal	USP47	.
chr11:11842303-11842758	169	1	1	distal	.	.
chr11:11849395-11849670	169	1	2	distal	.	.
chr11:118551442-118551615	170	1	1	distal	.	.
chr11:118572042-118572734	168	1	3	proximal	ARCN1,IFT46	.
chr11:118621232-118621586	171	1	1	distal	.	.
chr11:118634790-118635006	172	1	2	distal	.	.
chr11:118659479-118659703	170	1	1	distal	.	.
chr11:118689824-118690511	171	1	1	distal	.	.
chr11:11876394-11876715	2878	1	1	distal	.	.
chr11:118829564-118829759	2877	1	1	distal	.	.
chr11:118911952-118912298	173	1	2	distal	.	.
chr11:118918168-118918346	172	1	1	distal	.	.
chr11:118929261-118929724	173	1	3	distal	.	.
chr11:118997372-118997736	171	1	2	proximal	CENATAC,CENATAC-DT	.
chr11:118998274-118998837	168	1	2	proximal	CENATAC,CENATAC-DT	.
chr11:119067575-119067925	172	1	1	proximal	VPS11,VPS11-DT	.
chr11:119084784-119085468	173	1	1	proximal	HMBS	.
chr11:119095335-119095843	168	1	3	proximal	H2AX	.
chr11:119102486-119102636	168	1	1	proximal	C2CD2L	.
chr11:119107222-119107417	168	1	2	distal	.	.
chr11:119121224-119121924	168	1	3	proximal	HINFP	.
chr11:119148048-119148479	168	1	2	proximal	ABCG4	.
chr11:119148986-119149333	168	1	1	proximal	ABCG4	.
chr11:119181882-119182083	168	1	1	distal	.	.
chr11:119196982-119197160	173	1	1	proximal	CCDC153	.
chr11:119205783-119206491	170	1	2	proximal	CBL	.
chr11:119334186-119334608	174	1	1	proximal	RNF26	.
chr11:119374258-119374419	173	1	1	distal	.	.
chr11:119533987-119534332	168	1	2	distal	.	.
chr11:119560435-119560663	2879	1	1	distal	.	.
chr11:119666532-119666693	174	1	2	distal	.	.
chr11:119729356-119729612	168	1	1	proximal	NECTIN1,NECTIN1-DT	.
chr11:119741379-119741580	2880	1	1	distal	.	.
chr11:120197320-120197844	2880	1	1	distal	.	.
chr11:120300083-120300249	175	1	1	distal	.	.
chr11:120324836-120325380	175	1	2	proximal	TLCD5	.
chr11:120325486-120325745	176	1	1	proximal	TLCD5	.
chr11:120356895-120357045	2879	1	1	distal	.	.
chr11:120494689-120494846	174	1	1	distal	.	.
chr11:120501744-120501903	176	1	1	distal	.	.
chr11:120660144-120660353	176	1	2	distal	.	.
chr11:12066719-12067037	177	1	1	proximal	ENSG00000254991	.
chr11:120758964-120759125	175	1	1	distal	.	.
chr11:120847786-120847982	178	1	1	distal	.	.
chr11:12110367-12110906	177	1	2	distal	.	.
chr11:121292513-121292977	178	1	1	proximal	SC5D	.
chr11:12167406-12167556	177	1	1	distal	.	.
chr11:122655595-122655827	2881	1	1	proximal	UBASH3B	.
chr11:122656426-122657068	2882	1	1	distal	.	.
chr11:122692482-122692707	2882	1	1	distal	.	.
chr11:122814579-122814729	2883	1	1	distal	.	.
chr11:123016788-123016938	180	1	1	distal	.	.
chr11:123188548-123188781	2881	1	1	proximal	ENSG00000254710	.
chr11:123261326-123261748	2884	1	1	distal	.	.
chr11:123358194-123358591	180	1	2	proximal	GRAMD1B	.
chr11:123430897-123431341	2883	1	1	distal	.	.
chr11:123555072-123555233	180	1	1	distal	.	.
chr11:123730751-123730901	2884	1	1	distal	.	.
chr11:124739502-124740402	183	1	3	proximal	NRGN	.
chr11:124763175-124763509	183	1	1	distal	.	.
chr11:124866355-124866528	183	1	1	distal	.	.
chr11:12496434-12496584	2878	1	1	distal	.	.
chr11:125062605-125063451	183	1	2	proximal	SLC37A2	.
chr11:125095139-125095289	2885	1	1	distal	.	.
chr11:125111438-125112079	184	1	1	proximal	ENSG00000289631,TMEM218	.
chr11:125164524-125164963	183	1	1	proximal	PKNOX2,PKNOX2-DT	.
chr11:125404583-125405090	185	1	1	distal	.	.
chr11:125569238-125569827	185	1	1	proximal	EI24	.
chr11:125580116-125580266	2885	1	1	distal	.	.
chr11:125618469-125618689	184	1	1	distal	.	.
chr11:125864093-125864243	2886	1	1	distal	.	.
chr11:125887498-125887740	186	1	1	distal	.	.
chr11:125932820-125933152	187	1	1	distal	.	.
chr11:125947347-125947512	188	1	1	distal	.	.
chr11:126062389-126063606	2887	1	1	proximal	CDON	.
chr11:126146792-126147306	189	1	1	distal	.	.
chr11:126159795-126160171	188	1	2	proximal	ENSG00000254833	.
chr11:126210953-126211453	189	1	2	proximal	FAM118B,RPUSD4	.
chr11:126283447-126283673	2886	1	1	distal	.	.
chr11:126303451-126304129	186	1	1	proximal	DCPS,TIRAP-AS1	.
chr11:126304214-126304475	187	1	1	proximal	DCPS,TIRAP-AS1	.
chr11:126355223-126355719	2887	1	1	proximal	GSEC,ST3GAL4	.
chr11:126480639-126480986	189	1	1	distal	.	.
chr11:126536100-126536373	188	1	1	distal	.	.
chr11:12673991-12674539	191	1	1	proximal	TEAD1	.
chr11:12746606-12747080	2889	1	1	distal	.	.
chr11:12800008-12800320	191	1	1	distal	.	.
chr11:128522174-128522763	2890	1	1	distal	.	.
chr11:12894155-12894350	2889	1	1	distal	.	.
chr11:129211490-129211760	2891	1	1	distal	.	.
chr11:129364083-129364658	2890	1	1	distal	.	.
chr11:129583051-129583201	2892	1	1	distal	.	.
chr11:129641683-129641833	2893	1	1	distal	.	.
chr11:129695618-129695835	2891	1	1	distal	.	.
chr11:129729058-129729208	2892	1	2	distal	.	.
chr11:130069238-130070026	2893	1	2	distal	.	.
chr11:130213223-130213500	2893	1	1	distal	.	.
chr11:130384453-130384603	2892	1	1	distal	.	.
chr11:13224053-13224263	193	1	1	distal	.	.
chr11:134247515-134247665	2894	1	1	distal	.	.
chr11:134360301-134360578	2894	1	1	distal	.	.
chr11:13668959-13669468	193	1	1	proximal	FAR1,FAR1-IT1	.
chr11:13883390-13883540	196	1	1	distal	.	.
chr11:14486316-14486469	2895	1	1	distal	.	.
chr11:14499678-14500149	196	1	1	proximal	COPB1	.
chr11:14643549-14644373	198	1	1	proximal	PDE3B,PSMA1	.
chr11:14764050-14764200	2896	1	1	distal	.	.
chr11:14886012-14886177	2895	1	1	distal	.	.
chr11:15202875-15203025	198	1	1	distal	.	.
chr11:15208698-15208923	2896	1	1	distal	.	.
chr11:16738350-16738954	2899	1	2	proximal	SOX6	.
chr11:17036714-17036869	2900	1	1	distal	.	.
chr11:17207601-17207804	2899	1	1	proximal	NUCB2,PIK3C2A	.
chr11:17352152-17352390	2899	1	1	proximal	ENSG00000285545,NCR3LG1	.
chr11:17734489-17734803	207	1	1	proximal	KCNC1	.
chr11:17882680-17882830	208	1	1	distal	.	.
chr11:17984647-17984797	2900	1	1	distal	.	.
chr11:18001927-18002077	2902	1	1	distal	.	.
chr11:18012284-18013381	211	1	1	proximal	SERGEF	.
chr11:18275012-18275184	209	1	1	distal	.	.
chr11:18321896-18322835	208	1	1	proximal	GTF2H1,HPS5	.
chr11:18395863-18396569	207	1	1	distal	.	.
chr11:18412209-18412359	2904	1	1	proximal	LDHC	.
chr11:18527160-18527333	209	1	1	proximal	ENSG00000289499,TSG101	.
chr11:18588306-18588585	210	1	1	proximal	SPTY2D1OS,UEVLD	.
chr11:18588648-18589276	211	1	2	proximal	SPTY2D1OS,UEVLD	.
chr11:18634138-18634639	211	1	2	proximal	SPTY2D1	.
chr11:18634751-18635063	2904	1	1	proximal	SPTY2D1	.
chr11:1875272-1875490	213	1	1	distal	.	.
chr11:18853455-18853605	2902	1	1	distal	.	.
chr11:1888605-1888755	214	1	1	distal	.	.
chr11:19089226-19089376	2905	1	1	distal	.	.
chr11:19156677-19156827	210	1	1	distal	.	.
chr11:19449301-19449501	211	1	1	distal	.	.
chr11:19489214-19489481	2905	1	1	distal	.	.
chr11:19740917-19741108	2909	1	1	distal	.	.
chr11:20438500-20438650	2909	1	1	distal	.	.
chr11:207353-208004	218	2	3	proximal	BET1L,RIC8A	.
chr11:208777-208974	219	2	2	distal	.	.
chr11:2161731-2161921	213	1	1	proximal	INS,INS-IGF2	.
chr11:2377126-2377361	214	1	1	proximal	CD81-AS1	.
chr11:250840-251004	218	1	1	distal	.	.
chr11:2566888-2567038	224	1	1	distal	.	.
chr11:27362776-27363514	220	1	1	proximal	CCDC34	.
chr11:27699006-27699278	220	1	1	distal	.	.
chr11:288882-289150	218	1	1	proximal	PGGHG	.
chr11:2902019-2902401	221	1	1	distal	.	.
chr11:3057757-3057999	221	1	1	proximal	CARS1,ENSG00000285644	.
chr11:31509446-31510201	2912	1	2	proximal	ELP4,IMMP1L	.
chr11:31811100-31811528	2912	1	1	proximal	PAUPAR	.
chr11:318936-319229	222	1	1	proximal	ENSG00000251661	.
chr11:32013863-32014013	223	1	1	distal	.	.
chr11:3217144-3217511	224	1	2	distal	.	.
chr11:32358775-32359118	225	1	1	distal	.	.
chr11:32435578-32435869	2912	1	1	proximal	WT1,WT1-AS	.
chr11:32829688-32830165	223	1	1	proximal	PRRG4	.
chr11:32833797-32834016	226	1	1	distal	.	.
chr11:32892947-32893172	227	1	1	proximal	QSER1	.
chr11:32893340-32893949	225	1	2	proximal	QSER1	.
chr11:33065695-33065906	2913	1	1	distal	.	.
chr11:33178492-33178642	225	1	2	distal	.	.
chr11:33197942-33198092	227	1	1	distal	.	.
chr11:33257099-33258042	226	1	1	proximal	HIPK3	.
chr11:33375830-33376105	228	1	2	proximal	KIAA1549L	.
chr11:33543102-33543252	228	1	1	distal	.	.
chr11:33650117-33650267	230	1	2	distal	.	.
chr11:33655776-33655926	2914	1	1	distal	.	.
chr11:33736202-33736629	229	1	1	proximal	CD59	.
chr11:33774455-33774802	230	1	1	proximal	FBXO3,FBXO3-DT	.
chr11:3378941-3379450	224	1	1	proximal	ZNF195	.
chr11:33793026-33793259	228	1	1	distal	.	.
chr11:33802675-33802924	225	1	1	distal	.	.
chr11:33808310-33808510	2913	1	1	distal	.	.
chr11:33887955-33888160	229	1	1	distal	.	.
chr11:33988123-33988288	230	1	2	distal	.	.
chr11:34006931-34007151	231	1	2	distal	.	.
chr11:34118460-34118610	232	1	1	distal	.	.
chr11:34357839-34358278	231	1	1	proximal	ABTB2	.
chr11:34399611-34399761	230	1	1	distal	.	.
chr11:34438551-34439446	232	1	1	proximal	CAT	.
chr11:34445576-34445726	2914	1	1	distal	.	.
chr11:34539028-34539178	2915	1	1	distal	.	.
chr11:34601131-34601307	231	1	1	distal	.	.
chr11:34899128-34899280	2915	1	1	distal	.	.
chr11:34915872-34916745	231	1	2	proximal	APIP,PDHX	.
chr11:3580804-3581074	2916	1	1	proximal	ENSG00000255367	.
chr11:36022967-36023117	233	1	1	distal	.	.
chr11:36104705-36104865	233	1	2	distal	.	.
chr11:3641871-3642446	2916	1	1	proximal	ART5	.
chr11:36594261-36594865	233	1	1	proximal	IFTAP	.
chr11:3824750-3824988	234	1	2	distal	.	.
chr11:3854930-3855194	234	1	2	proximal	ENSG00000229368,STIM1,STIM1-AS1	.
chr11:3855323-3855766	234	1	1	proximal	ENSG00000229368,STIM1-AS1	.
chr11:4250629-4250863	234	1	1	distal	.	.
chr11:43579617-43579832	236	1	1	proximal	ENSG00000283341	.
chr11:43833463-43833613	236	1	1	distal	.	.
chr11:44095543-44096004	236	1	2	proximal	EXT2	.
chr11:44978081-44978235	2921	1	1	distal	.	.
chr11:45233639-45233789	2922	1	1	distal	.	.
chr11:45251518-45251668	239	2	2	distal	.	.
chr11:45331559-45331709	240	1	1	distal	.	.
chr11:45332555-45332715	2921	1	1	distal	.	.
chr11:45371313-45371464	239	1	1	proximal	LINC02687	.
chr11:45624437-45624587	239	2	2	distal	.	.
chr11:45655281-45655532	242	1	1	distal	.	.
chr11:45694386-45694560	2924	1	1	distal	.	.
chr11:45714671-45714932	2924	1	1	distal	.	.
chr11:45771122-45771449	243	1	1	proximal	LINC02716	.
chr11:45804051-45804201	240	1	1	proximal	SLC35C1	.
chr11:45804585-45805185	239	2	3	proximal	SLC35C1	.
chr11:45847631-45848137	243	1	2	proximal	CRY2	.
chr11:45885416-45885704	242	1	1	proximal	MAPK8IP1	.
chr11:45899702-45900206	2922	1	1	distal	.	.
chr11:45983058-45983485	243	1	2	distal	.	.
chr11:46239158-46239436	249	1	1	proximal	ENSG00000254639	.
chr11:46347197-46347540	243	1	1	distal	.	.
chr11:46369570-46369720	2924	1	2	distal	.	.
chr11:46389525-46389679	243	1	3	distal	.	.
chr11:46415101-46415251	243	1	2	distal	.	.
chr11:46593430-46593855	243	1	3	proximal	AMBRA1	.
chr11:46593970-46594212	243	1	3	proximal	AMBRA1	.
chr11:46617081-46617384	243	1	1	proximal	ATG13,HARBI1	.
chr11:46700279-46700921	249	1	2	proximal	ARHGAP1,ZNF408	.
chr11:46732394-46732545	2927	1	1	distal	.	.
chr11:46846026-46846438	2928	1	1	proximal	CKAP5,LRP4-AS1	.
chr11:468627-469202	218	1	2	distal	.	.
chr11:46918500-46918690	243	1	2	proximal	LRP4	.
chr11:46936573-46936855	243	1	2	proximal	CSTPP1	.
chr11:46948283-46948585	2927	1	1	distal	.	.
chr11:47118648-47119504	2929	1	1	distal	.	.
chr11:47153211-47153361	247	1	1	distal	.	.
chr11:47154389-47154564	248	1	1	distal	.	.
chr11:47186456-47186611	243	1	2	proximal	PACSIN3	.
chr11:47214289-47214533	2928	1	1	proximal	DDB2	.
chr11:47214791-47215260	2930	1	1	proximal	DDB2	.
chr11:47248754-47249017	248	1	1	proximal	ACP2,NR1H3	.
chr11:47269003-47269406	247	1	1	proximal	MADD	.
chr11:47269572-47270184	247	1	2	proximal	MADD	.
chr11:47305737-47305887	2931	1	1	distal	.	.
chr11:47355027-47355733	2933	1	1	distal	.	.
chr11:47408050-47408617	2929	1	1	distal	.	.
chr11:47426137-47426310	253	1	1	proximal	PSMC3	.
chr11:47426394-47427281	249	1	2	proximal	PSMC3	.
chr11:47499741-47500076	243	1	1	distal	.	.
chr11:47524550-47524700	2931	1	1	distal	.	.
chr11:47552815-47552998	2933	1	1	distal	.	.
chr11:47565486-47565998	2930	1	1	proximal	CELF1,NDUFS3,PTPMT1	.
chr11:47566182-47566332	2930	1	2	proximal	CELF1,NDUFS3,PTPMT1	.
chr11:47594013-47594167	251	1	1	proximal	C1QTNF4	.
chr11:47821355-47821505	249	1	1	distal	.	.
chr11:47824960-47825110	243	1	1	distal	.	.
chr11:47834996-47835146	253	1	1	distal	.	.
chr11:47847839-47848678	253	1	2	proximal	NUP160	.
chr11:47881544-47881750	251	1	1	distal	.	.
chr11:4901276-4901426	2937	1	1	distal	.	.
chr11:5380808-5380988	2937	1	1	distal	.	.
chr11:57294577-57294727	284	1	1	distal	.	.
chr11:57324890-57325332	2953	1	1	proximal	ENSG00000254662,TNKS1BP1	.
chr11:57349910-57350082	2954	1	1	distal	.	.
chr11:57499611-57500012	286	1	2	distal	.	.
chr11:57598096-57598289	286	1	1	proximal	SERPING1	.
chr11:57612379-57612557	2954	1	1	distal	.	.
chr11:57644831-57645034	286	1	1	distal	.	.
chr11:57667052-57667565	2955	1	1	proximal	ZDHHC5	.
chr11:57711839-57712729	2953	1	1	proximal	ENSG00000288534,MED19,TMX2	.
chr11:57741125-57741694	284	1	1	proximal	ENSG00000254732,SELENOH	.
